0	-288	2	0.693147180559945286
1	-284	0	-20087.4458153862943
2	-280	302.351291426430464	5.71158955800638068
3	-276	595.80660136604115	6.38991612005338538
4	-272	23120.1038448820909	10.0484578143368708
5	-268	89977.7298497023585	11.4073174725781428
6	-264	1311294.83677342208	14.0865256320248591
7	-260	7115952.2158364933	15.7778496127139078
8	-256	65606859.9160057232	17.9991908203373896
9	-252	404874752.031294405	19.8190883229981409
10	-248	2982378279.73658657	21.8159868996153818
11	-244	18853989131.5348587	23.659990353466128
12	-240	123543524075.156387	25.5398593525897013
13	-236	772557408889.402832	27.3729721586714732
14	-232	4714749148012.49707	29.1817168276320444
15	-228	28581419456314.7266	30.9837779532681452
16	-224	171753520950648.375	32.7770815472613322
17	-220	999737581173829.75	34.53851394164667
18	-216	5684878123652526	36.2765860836516367
19	-212	32076858022206744	38.0069112311612116
20	-208	179068019934930528	39.7265421282063471
21	-204	999242451236499328	41.4457738380442606
22	-200	5.55649945863184384e+18	43.1614999901066767
23	-196	3.00513733591687864e+19	44.8494400362978922
24	-192	1.62425128955436663e+20	46.5367488245974528
25	-188	8.65148638391909614e+20	48.2094330023537623
26	-184	4.65892982073698602e+21	49.8930727224360453
27	-180	2.5087992354641778e+22	51.576676292301272
28	-176	1.32744175651279767e+23	53.2427107374678599
29	-172	7.09915344620663068e+23	54.9194326828728663
30	-168	3.65737489608111961e+24	56.5587878804217326
31	-164	1.88196562506504754e+25	58.1969441007386195
32	-160	9.44463709390830763e+25	59.8100744019757258
33	-156	4.64100390194633144e+26	61.4021431188593851
34	-152	2.28603303509258683e+27	62.9966155271540629
35	-148	1.08658698557878617e+28	64.5554241817008005
36	-144	5.10016674928562943e+28	66.1016558389674174
37	-140	2.35380284894627347e+29	67.6309999506484019
38	-136	1.04161048721307561e+30	69.1183208506117808
39	-132	4.49737198702355702e+30	70.5810460131178843
40	-128	1.90098663177137734e+31	72.0225109140883433
41	-124	7.71955150640259455e+31	73.423894150138949
42	-120	3.06623899220358003e+32	74.8031747024069773
43	-116	1.18617260205582705e+33	76.1560398917208659
44	-112	4.45010607957331632e+33	77.4782360028038966
45	-108	1.60790621794261071e+34	78.7628260086785303
46	-104	5.7196937131840309e+34	80.0318084191094385
47	-100	1.91968333326652516e+35	81.2426384966383921
48	-96	6.30774728590771346e+35	82.4322568606148707
49	-92	2.00826713438705412e+36	83.5903355758200632
50	-88	6.13708794448018851e+36	84.7074137012969004
51	-84	1.78811119405924846e+37	85.7768083046685206
52	-80	4.98746436475234643e+37	86.8025760780583369
53	-76	1.33271317878525944e+38	87.7854503821145045
54	-72	3.43147913716285845e+38	88.7312249373208033
55	-68	8.37077791076044273e+38	89.6229803543101298
56	-64	1.97040129100580945e+39	90.4790558497916209
57	-60	4.42969875032449685e+39	91.2891502063284861
58	-56	9.63700456626635341e+39	92.0664289574633585
59	-52	1.98435990669056718e+40	92.7887001167546259
60	-48	3.89367026882222064e+40	93.4627559463988291
61	-44	7.26081545741820374e+40	94.0858958642493235
62	-40	1.29577318702819921e+41	94.6650963853608118
63	-36	2.17466862879776363e+41	95.1828651111136423
64	-32	3.45813069793991808e+41	95.6467169951210963
65	-28	5.24062279468296339e+41	96.0624291579733836
66	-24	7.47459756627105652e+41	96.4174990932951914
67	-20	1.01794759655985139e+42	96.7263623456965433
68	-16	1.3105979635116267e+42	96.979057399512385
69	-12	1.5995447416235896e+42	97.1782929580222117
70	-8	1.86053657578334538e+42	97.3294388334761607
71	-4	2.01511379205857267e+42	97.4092495720396983
72	0	2.06685629592166606e+42	97.4346026610146509
73	4	2.00837893547251273e+42	97.4059018026600825
74	8	1.84933257114275014e+42	97.3233987073908793
75	12	1.60010865968085395e+42	97.1786454449902521
76	16	1.31188863474656259e+42	96.9800417106162058
77	20	1.01643501640126466e+42	96.7248753290186869
78	24	7.4601967447499013e+41	96.4155705999146448
79	28	5.18556662565789255e+41	96.0518679301749216
80	32	3.4352940124338413e+41	95.6400913279067026
81	36	2.16812747354789005e+41	95.1798526923666941
82	40	1.29809377227738038e+41	94.6668856720934855
83	44	7.36077598988972431e+40	94.0995690803538309
84	48	3.96678137852256155e+40	93.481358749748324
85	52	2.01817197379186258e+40	92.8055958579789149
86	56	9.79392689584912126e+39	92.0825811158429133
87	60	4.53825158289418572e+39	91.3133604507456766
88	64	2.00601597667666067e+39	90.4969692807208048
89	68	8.50279562723537179e+38	89.6386285405169474
90	72	3.4373613516490795e+38	88.7329376618872629
91	76	1.32151678122360687e+38	87.7770136873732554
92	80	4.93386764535038728e+37	86.791771633506869
93	84	1.74996817231116548e+37	85.7552460412989603
94	88	6.01025421697673741e+36	84.6865303944359766
95	92	1.99116848283277956e+36	83.5817849915038096
96	96	6.29406373871554368e+35	82.4300851802836405
97	100	1.92284532738990682e+35	81.244284285188769
98	104	5.68334258077175571e+34	80.0254327039729105
99	108	1.62458978380201396e+34	78.7731485049735056
100	112	4.49668461808281263e+33	77.4886484425078379
101	116	1.20467735392930816e+33	76.1715198438178049
102	120	3.11579624295807758e+32	74.819207711101626
103	124	7.82257268035923251e+31	73.4371513705264078
104	128	1.88920113807552919e+31	72.0162919442664133
105	132	4.48699394288386366e+30	70.5787357668887125
106	136	1.02811865942408941e+30	69.1052833776484476
107	140	2.30168597779395009e+29	67.6086095850478159
108	144	5.09228216356097903e+28	66.1001086961041437
109	148	1.07706945734595896e+28	64.5466264914284693
110	152	2.27721961795127507e+27	62.9927527438412653
