0	-98	2	0.693147180559945286
1	-94	0	-23311.7409380693425
2	-90	95.8632688162494588	4.5629228930483805
3	-86	193.334698628062227	5.26442287671670783
4	-82	2808.45313399788711	7.94038912463292945
5	-78	10705.5046371586905	9.27851334023580421
6	-74	74387.3498622508632	11.2170411776314722
7	-70	357041.124305534759	12.7856062482605921
8	-66	1910912.92046008119	14.4630916546593653
9	-62	9796731.7247723192	16.0975593905459391
10	-58	50651143.2279818654	17.740472359539126
11	-54	260862434.343532681	19.37950375485525
12	-50	1257263656.78629279	20.9522034953843104
13	-46	5630910708.98290443	22.4515370260487543
14	-42	24260045903.3249702	23.9120966326008784
15	-38	96385399105.9278107	25.2916205655346857
16	-34	350722038624.482361	26.5832598339329707
17	-30	1140360524270.55688	27.7623655776988016
18	-26	3246131816612.6665	28.8084851931344019
19	-22	8266024692347.74023	29.7431748192320811
20	-18	18276345083537.6719	30.5366287212382304
21	-14	35241218077505.9531	31.1932374815951334
22	-10	58616782395520.2266	31.7020421605120646
23	-6	83244028235867.1875	32.0527975093136774
24	-2	98887233246964.9375	32.2250012587319361
25	2	99198254018242.5469	32.2281415294419276
26	6	82338407405693.1406	32.0418587903986918
27	10	58419137465829.2422	31.6986646484147059
28	14	35637694753538.0156	31.2044250350008952
29	18	18356414355207.3398	30.5410001854907023
30	22	8382838320966.37402	29.757207674862002
31	26	3329038926835.86523	28.8337047677050577
32	30	1146184741909.00586	27.7674599270831095
33	34	358804117493.522705	26.6060424427996622
34	38	101668320703.439697	25.3449815939675318
35	42	25418511771.70681	23.9587435554276453
36	46	5859133920.71096134	22.4912676345120417
37	50	1233776280.7992003	20.933345450044726
38	54	227449041.900513887	19.242436779619311
39	58	37334239.2273976058	17.4354214053164469
40	62	5344510.32395480201	15.4915804843913065
41	66	547684.413810111	13.2134545128355967
42	70	53990.4683486918584	10.8965627979050623
